candidate_id,created_at,location,years_experience,education_level,primary_role_family,work_authorization
C-3ktx6qc,2024-05-26,"Austin, TX",2,PhD,HR,H-1B
C-6jldj7p,2025-07-03,"Remote, US",1,Masters,Supply Chain,Other/Unknown
C-9dghbtm,2024-04-28,"New York, NY",5,Associate,Data Analytics,US Citizen/PR
C-uv94c8m,2025-12-26,"Austin, TX",15,Bachelors,Finance,F-1 OPT
C-4qunf57,2024-08-05,"Seattle, WA",3,Masters,Software Engineering,H-1B
C-d3ls11q,2024-09-25,"Chicago, IL",7,Bachelors,HR,H-1B
C-hya0eiv,2024-11-03,"Austin, TX",6,Masters,HR,F-1 OPT
C-49lxle0,2024-08-15,"Austin, TX",12,Associate,Data Analytics,H-1B
C-324zbl5,2024-09-03,"Palo Alto, CA",10,Masters,Finance,Other/Unknown
C-hcmz2rn,2024-09-08,"New York, NY",3,Masters,Sales,US Citizen/PR
C-hmzoim2,2024-12-20,"Austin, TX",3,Bachelors,Finance,H-1B
C-t994pn8,2024-07-28,"New York, NY",1,Masters,Data Analytics,H-1B
C-43irgm5,2025-08-31,"Austin, TX",7,Bootcamp,Operations,F-1 OPT
C-oybesir,2025-05-06,"New York, NY",4,Bachelors,HR,F-1 OPT
C-tp1na6k,2024-05-16,"Seattle, WA",8,Bachelors,Sales,H-1B
C-j3yc6wz,2024-10-13,"Palo Alto, CA",1,Masters,Operations,H-1B
C-oj98byt,2025-04-16,"Fremont, CA",2,Bootcamp,Software Engineering,US Citizen/PR
C-jrhe45j,2025-05-25,"Palo Alto, CA",0,PhD,Sales,US Citizen/PR
C-tuv27uu,2025-08-01,"Austin, TX",4,Bootcamp,Sales,Other/Unknown
C-j174wya,2024-03-13,"Fremont, CA",0,Masters,Supply Chain,H-1B
C-7s151m4,2024-10-08,"Fremont, CA",0,PhD,Supply Chain,Other/Unknown
C-erq5a83,2024-07-29,"Seattle, WA",8,Bachelors,HR,US Citizen/PR
C-14311bk,2024-05-31,"Fremont, CA",7,Associate,Supply Chain,US Citizen/PR
C-shqxms0,2025-04-08,"Fremont, CA",7,Bootcamp,Operations,Other/Unknown
C-q3dzvwe,2024-04-22,"Palo Alto, CA",1,Masters,Supply Chain,Other/Unknown
C-8geejgb,2024-06-10,"Palo Alto, CA",11,Bachelors,Finance,F-1 OPT
C-5idbxqe,2024-12-16,"Palo Alto, CA",10,PhD,Data Analytics,US Citizen/PR
C-cyy4juf,2024-05-11,"Palo Alto, CA",2,Masters,HR,US Citizen/PR
C-crwdwf1,2024-03-27,"Seattle, WA",2,Bootcamp,Data Analytics,Other/Unknown
C-foj7ogn,2024-09-02,"New York, NY",3,PhD,HR,F-1 OPT
C-ga3yygd,2025-08-23,"Seattle, WA",5,Associate,Data Analytics,US Citizen/PR
C-gnpyhrf,2024-05-28,"New York, NY",5,Bootcamp,Finance,F-1 OPT
C-c72bm2o,2025-03-08,"Remote, US",3,Bootcamp,Finance,F-1 OPT
C-cmotbmr,2025-04-25,"Palo Alto, CA",6,Bachelors,Data Analytics,US Citizen/PR
C-re8ua2h,2024-10-20,"New York, NY",6,Bachelors,Software Engineering,US Citizen/PR
C-xgdh3u0,2024-10-28,"New York, NY",5,Bachelors,Finance,Other/Unknown
C-rga3l71,2024-01-25,"Chicago, IL",8,Bootcamp,HR,US Citizen/PR
C-9dg38ra,2024-04-21,"Palo Alto, CA",5,PhD,Software Engineering,Other/Unknown
C-b931k26,2024-12-29,"Fremont, CA",8,PhD,Software Engineering,US Citizen/PR
C-xamhv1f,2025-06-13,"Chicago, IL",10,Bachelors,Supply Chain,H-1B
C-k32rgwh,2025-10-22,"Fremont, CA",6,Bootcamp,Finance,H-1B
C-lieoxvk,2025-10-24,"Seattle, WA",10,Bachelors,Finance,F-1 OPT
C-jmyvmne,2024-07-10,"Austin, TX",4,Associate,Finance,US Citizen/PR
C-l7u4gp5,2024-12-10,"Remote, US",8,PhD,Finance,Other/Unknown
C-ju26sph,2024-06-28,"New York, NY",4,Bachelors,Data Analytics,H-1B
C-ljsi3ud,2024-08-24,"Seattle, WA",5,Bachelors,Supply Chain,US Citizen/PR
C-rwudkbu,2025-11-23,"Chicago, IL",0,Associate,HR,F-1 OPT
C-o8w429k,2024-08-24,"Palo Alto, CA",4,Associate,Sales,H-1B
C-q8seutl,2024-07-15,"New York, NY",5,Masters,Software Engineering,US Citizen/PR
C-g9h0y05,2025-03-24,"Palo Alto, CA",2,PhD,Data Analytics,F-1 OPT
C-1aatn20,2024-12-25,"New York, NY",5,Bootcamp,Software Engineering,US Citizen/PR
C-was1udj,2024-04-17,"New York, NY",4,Bachelors,Data Analytics,US Citizen/PR
C-n1w3er7,2025-08-24,"Chicago, IL",7,Associate,Finance,Other/Unknown
C-0wnt0k9,2025-03-20,"Austin, TX",8,Associate,Sales,Other/Unknown
C-9nbav4v,2025-03-13,"Palo Alto, CA",10,Masters,Software Engineering,Other/Unknown
C-ed48cd5,2025-09-06,"Palo Alto, CA",3,Bachelors,Finance,H-1B
C-ylfu2fa,2026-01-04,"Chicago, IL",2,PhD,HR,US Citizen/PR
C-ch1joqn,2025-11-04,"Seattle, WA",8,Associate,Supply Chain,H-1B
C-k6jopzd,2024-09-03,"Seattle, WA",0,Masters,Operations,US Citizen/PR
C-3ztds7x,2025-09-04,"Seattle, WA",5,Bootcamp,Supply Chain,H-1B
C-8f6ftsc,2024-04-20,"Palo Alto, CA",0,PhD,Software Engineering,Other/Unknown
C-i6wgl8i,2025-05-04,"New York, NY",5,Bachelors,Data Analytics,H-1B
C-dw9ufzd,2025-11-24,"Austin, TX",6,Bootcamp,Data Analytics,F-1 OPT
C-29max6e,2024-01-22,"Austin, TX",6,Bachelors,Sales,F-1 OPT
C-hjobeif,2025-11-08,"Austin, TX",5,Bachelors,Data Analytics,F-1 OPT
C-h6u9wcd,2025-12-02,"Austin, TX",5,PhD,Supply Chain,H-1B
C-a0pl810,2025-11-17,"Remote, US",5,PhD,Operations,Other/Unknown
C-08kgfp9,2025-10-14,"Remote, US",2,PhD,Sales,US Citizen/PR
C-ddinz29,2025-10-18,"Chicago, IL",3,PhD,Sales,F-1 OPT
C-jm8c9tf,2025-03-04,"Palo Alto, CA",9,Bachelors,Finance,F-1 OPT
C-3ygqaop,2024-06-11,"Remote, US",2,Bootcamp,Operations,Other/Unknown
C-84jc755,2025-03-20,"New York, NY",0,Associate,Sales,H-1B
C-2kqcfch,2025-10-16,"Austin, TX",3,Bachelors,Sales,US Citizen/PR
C-3ku99el,2026-01-22,"Palo Alto, CA",9,Masters,Operations,US Citizen/PR
C-lp0nfdd,2025-02-18,"Remote, US",6,Bootcamp,HR,H-1B
C-v1fj2ao,2024-01-06,"Chicago, IL",4,PhD,HR,H-1B
C-xdeyw1t,2025-12-09,"Austin, TX",5,Associate,Software Engineering,Other/Unknown
C-i4plmvk,2024-08-04,"Remote, US",6,Associate,HR,F-1 OPT
C-0tj2t9o,2024-01-26,"Remote, US",4,Bachelors,Operations,US Citizen/PR
C-39gf5lx,2025-01-24,"Palo Alto, CA",6,Bachelors,HR,F-1 OPT
C-ibzbw8p,2025-12-10,"Remote, US",9,Masters,Sales,F-1 OPT
C-d05n9hc,2025-01-22,"Chicago, IL",11,Masters,Data Analytics,Other/Unknown
C-tvv8c3b,2024-09-05,"Austin, TX",3,Masters,Operations,Other/Unknown
C-3i1rd31,2025-01-18,"Seattle, WA",5,Bootcamp,Data Analytics,US Citizen/PR
C-515f9mz,2025-07-09,"Remote, US",6,Bachelors,Finance,H-1B
C-dx4w3ln,2025-05-05,"Austin, TX",1,Bachelors,Data Analytics,F-1 OPT
C-8mmferf,2026-01-20,"Seattle, WA",2,Bootcamp,Supply Chain,US Citizen/PR
C-q2vcieo,2025-09-03,"New York, NY",5,Bachelors,Supply Chain,US Citizen/PR
C-2q4ehv1,2025-11-05,"Chicago, IL",9,Bootcamp,Operations,Other/Unknown
C-rehmiqp,2024-11-12,"Remote, US",3,Bachelors,Data Analytics,F-1 OPT
C-2tyznm5,2025-01-15,"Seattle, WA",0,Bachelors,Data Analytics,F-1 OPT
C-xyk2e58,2024-03-05,"Fremont, CA",2,Bachelors,Sales,US Citizen/PR
C-2nynmqo,2024-12-20,"New York, NY",0,Bachelors,Sales,Other/Unknown
C-ympyi46,2024-05-07,"Palo Alto, CA",0,Masters,Data Analytics,H-1B
C-beokfcr,2025-02-01,"Austin, TX",1,Masters,Software Engineering,H-1B
C-b73sj2k,2024-07-05,"Fremont, CA",2,Bachelors,Supply Chain,F-1 OPT
C-uk4sha6,2025-12-20,"Chicago, IL",0,Bootcamp,Supply Chain,US Citizen/PR
C-3lifncr,2024-08-24,"Palo Alto, CA",3,Associate,Sales,H-1B
C-o2i5wll,2024-07-12,"Austin, TX",0,Bachelors,Data Analytics,H-1B
C-ae16p1f,2024-06-19,"Seattle, WA",6,Associate,HR,Other/Unknown
C-4ertl15,2024-06-07,"Fremont, CA",5,Associate,HR,US Citizen/PR
C-66ldinu,2024-11-08,"Seattle, WA",7,Bachelors,Operations,H-1B
C-jn7byvf,2025-04-02,"Chicago, IL",4,Bootcamp,Data Analytics,F-1 OPT
C-kk14nk1,2026-01-02,"New York, NY",4,Masters,Data Analytics,H-1B
C-cdqcsen,2025-02-26,"Palo Alto, CA",8,Bootcamp,Supply Chain,F-1 OPT
C-r0hrlia,2024-06-21,"Fremont, CA",7,Bootcamp,Operations,US Citizen/PR
C-4slqgbu,2025-10-24,"Palo Alto, CA",5,PhD,HR,Other/Unknown
C-yofqt49,2025-09-25,"New York, NY",10,Bootcamp,Sales,H-1B
C-eq6yf84,2025-05-08,"Chicago, IL",6,Masters,Operations,F-1 OPT
C-08opevh,2024-01-06,"Seattle, WA",3,Bootcamp,Finance,Other/Unknown
C-voybj7s,2024-10-14,"New York, NY",0,Associate,Finance,F-1 OPT
C-gy21jma,2025-08-30,"Seattle, WA",3,Associate,HR,F-1 OPT
C-ru08l4p,2025-04-01,"Palo Alto, CA",7,Bachelors,Operations,F-1 OPT
C-y0ocrvq,2025-09-15,"Chicago, IL",0,PhD,Operations,H-1B
C-f4v5i2j,2025-01-10,"Remote, US",4,Masters,Sales,F-1 OPT
C-40e0gzg,2025-02-19,"Chicago, IL",6,Masters,Sales,US Citizen/PR
C-dcqn5pe,2025-12-26,"New York, NY",4,Bachelors,Sales,F-1 OPT
C-ckwtejt,2024-07-11,"Seattle, WA",10,Associate,Software Engineering,US Citizen/PR
C-n748av3,2024-05-29,"Fremont, CA",2,Bachelors,Software Engineering,Other/Unknown
C-992a96g,2025-05-29,"New York, NY",8,PhD,Sales,US Citizen/PR
C-ct5q517,2025-01-27,"Remote, US",11,Bachelors,Sales,F-1 OPT
C-q25y7kh,2024-08-12,"Fremont, CA",9,Bootcamp,HR,Other/Unknown
C-g7nie3f,2025-06-13,"Palo Alto, CA",6,Bootcamp,Sales,F-1 OPT
C-6aiu01l,2024-06-23,"Austin, TX",0,Masters,Operations,H-1B
C-dv0iqf1,2024-03-09,"Fremont, CA",6,Associate,HR,US Citizen/PR
C-fu3hxk1,2024-01-30,"Remote, US",0,Bootcamp,Data Analytics,F-1 OPT
C-3zqx3qf,2024-10-07,"Chicago, IL",3,PhD,Operations,F-1 OPT
C-vj0va0s,2025-01-02,"Seattle, WA",3,Bootcamp,Operations,US Citizen/PR
C-prno5gt,2025-05-09,"Chicago, IL",6,Bachelors,Supply Chain,F-1 OPT
C-vf16185,2025-05-08,"Fremont, CA",6,Associate,Data Analytics,H-1B
C-jubi6mg,2024-11-09,"Fremont, CA",9,Masters,Data Analytics,F-1 OPT
C-icfnxl4,2024-01-25,"Austin, TX",2,Bachelors,Supply Chain,F-1 OPT
C-9k2yb4u,2024-11-29,"Remote, US",3,Associate,HR,H-1B
C-zhg1gf4,2024-04-08,"New York, NY",1,Masters,Supply Chain,Other/Unknown
C-e3au09i,2025-04-03,"Fremont, CA",6,PhD,HR,H-1B
C-d5c21o6,2024-04-30,"Seattle, WA",3,Associate,Supply Chain,F-1 OPT
C-8eirhrl,2024-02-23,"Palo Alto, CA",3,PhD,Software Engineering,US Citizen/PR
C-6nv5xu6,2026-01-24,"Palo Alto, CA",0,Associate,HR,US Citizen/PR
C-vgqzdn0,2025-06-13,"Fremont, CA",6,Bootcamp,HR,H-1B
C-rf4won6,2025-10-17,"Fremont, CA",7,Bachelors,Supply Chain,Other/Unknown
C-e3iavx5,2024-09-18,"Palo Alto, CA",2,PhD,HR,F-1 OPT
C-jgzcy4m,2024-08-26,"Palo Alto, CA",9,Bachelors,Operations,F-1 OPT
C-zfudi4s,2024-10-30,"New York, NY",1,Bootcamp,Supply Chain,Other/Unknown
C-wjveyje,2026-01-27,"Austin, TX",10,Associate,Supply Chain,F-1 OPT
C-zj2l72v,2025-10-03,"Chicago, IL",5,Bachelors,Operations,Other/Unknown
C-rpw3hhi,2025-08-13,"Fremont, CA",2,Associate,Supply Chain,Other/Unknown
C-mmwcmzx,2024-03-12,"New York, NY",4,PhD,Data Analytics,H-1B
C-w2msg0g,2025-07-28,"Remote, US",8,PhD,Finance,Other/Unknown
C-zrog0jr,2024-01-12,"Chicago, IL",0,Associate,HR,F-1 OPT
C-n75wln2,2024-03-03,"New York, NY",3,Masters,Supply Chain,F-1 OPT
C-g5adg0x,2024-09-09,"Chicago, IL",0,Bootcamp,Software Engineering,H-1B
C-qtg15xd,2025-06-03,"Fremont, CA",1,Masters,Software Engineering,H-1B
C-dugaazp,2024-03-30,"Fremont, CA",4,Bootcamp,Data Analytics,F-1 OPT
C-oa763bu,2024-06-23,"New York, NY",1,Masters,Software Engineering,US Citizen/PR
C-rkbzwb1,2024-03-16,"Seattle, WA",0,Masters,Software Engineering,H-1B
C-1tgf4d8,2024-03-11,"Fremont, CA",1,Bootcamp,HR,US Citizen/PR
C-zpatqxl,2024-06-28,"Palo Alto, CA",0,Bootcamp,Data Analytics,Other/Unknown
C-3b95ohs,2024-07-13,"Palo Alto, CA",3,Bachelors,Data Analytics,H-1B
C-igjd3x4,2024-08-15,"Chicago, IL",7,Bachelors,Software Engineering,F-1 OPT
C-2ex2jz8,2025-04-05,"Palo Alto, CA",12,Masters,Software Engineering,US Citizen/PR
C-oj3e0qq,2025-09-09,"Chicago, IL",2,Bootcamp,Supply Chain,H-1B
C-rp7b4hj,2024-11-06,"Palo Alto, CA",1,Masters,Supply Chain,US Citizen/PR
C-353r4dt,2024-10-11,"Austin, TX",3,Bachelors,HR,Other/Unknown
C-wugzbgu,2024-06-12,"New York, NY",2,PhD,Operations,H-1B
C-crhm22s,2024-08-11,"New York, NY",3,Associate,Operations,Other/Unknown
C-u9f51ni,2024-01-30,"Remote, US",5,Masters,Sales,US Citizen/PR
C-kqhpzca,2024-02-14,"Austin, TX",9,Associate,Operations,F-1 OPT
C-sm5r7go,2025-03-02,"Palo Alto, CA",2,Masters,Operations,US Citizen/PR
C-4b2rcyb,2024-08-08,"New York, NY",0,Bootcamp,Finance,US Citizen/PR
C-kq8sjqo,2025-01-01,"New York, NY",0,Bachelors,Supply Chain,Other/Unknown
C-48mo64e,2026-01-12,"New York, NY",6,Masters,Sales,US Citizen/PR
C-nkys30u,2024-04-25,"Austin, TX",1,Masters,Sales,Other/Unknown
C-7g4asmz,2024-08-26,"Chicago, IL",3,Associate,Sales,US Citizen/PR
C-kio5b6i,2024-10-14,"Fremont, CA",6,Bootcamp,Operations,Other/Unknown
C-viarph3,2025-01-22,"New York, NY",6,Bachelors,Supply Chain,F-1 OPT
C-ggo46x1,2024-10-04,"Seattle, WA",13,Bachelors,HR,Other/Unknown
C-sslslv3,2024-10-26,"New York, NY",8,Bootcamp,HR,F-1 OPT
C-uhygsw4,2024-07-07,"Remote, US",12,Bootcamp,Sales,US Citizen/PR
C-0l9layk,2025-02-18,"Fremont, CA",3,Masters,HR,US Citizen/PR
C-zcxu11t,2024-07-05,"New York, NY",0,Bootcamp,Data Analytics,Other/Unknown
C-ogcc1u8,2024-05-17,"Austin, TX",0,Bootcamp,Software Engineering,F-1 OPT
C-1swyutf,2024-05-23,"Austin, TX",1,Associate,Software Engineering,Other/Unknown
C-z811id0,2024-01-16,"Austin, TX",8,Associate,Sales,H-1B
C-vgvfhzt,2024-12-06,"Chicago, IL",7,Masters,Data Analytics,F-1 OPT
C-8k9vak1,2024-01-04,"Seattle, WA",7,Bootcamp,Sales,US Citizen/PR
C-9vcmtgn,2025-08-29,"Seattle, WA",14,Associate,Software Engineering,H-1B
C-i60k23z,2025-12-21,"Remote, US",1,Bachelors,Sales,US Citizen/PR
C-os7nnxx,2025-09-09,"Chicago, IL",2,Bachelors,Operations,US Citizen/PR
C-dxj17x6,2025-12-11,"Chicago, IL",7,Associate,Data Analytics,H-1B
C-a71ebvf,2024-04-17,"Chicago, IL",3,PhD,Data Analytics,Other/Unknown
C-5hsts68,2025-06-14,"Austin, TX",8,Bootcamp,Software Engineering,Other/Unknown
C-ff8tx13,2024-01-12,"Remote, US",6,Associate,Operations,US Citizen/PR
C-xafsumu,2024-07-13,"Chicago, IL",8,Bootcamp,Finance,H-1B
C-dpa7yz5,2025-10-17,"New York, NY",11,Bachelors,Software Engineering,Other/Unknown
C-oeut4ie,2024-11-11,"Austin, TX",7,Masters,Sales,F-1 OPT
C-y5kh2nx,2026-01-06,"Chicago, IL",4,PhD,Operations,Other/Unknown
C-6ca037f,2024-12-26,"Fremont, CA",0,PhD,Software Engineering,Other/Unknown
C-vv7fina,2024-09-02,"Seattle, WA",8,PhD,Supply Chain,Other/Unknown
C-o3zin1a,2025-12-20,"Remote, US",3,PhD,Software Engineering,Other/Unknown
C-l46lmi1,2026-01-23,"Palo Alto, CA",3,Associate,HR,US Citizen/PR
C-z322kai,2024-12-28,"New York, NY",6,PhD,HR,F-1 OPT
C-e5u9in7,2024-01-12,"New York, NY",0,Bootcamp,Software Engineering,F-1 OPT
C-8iboq18,2025-02-27,"New York, NY",9,PhD,Supply Chain,US Citizen/PR
C-euur656,2025-11-18,"Fremont, CA",6,Bachelors,Operations,F-1 OPT
C-vnfowap,2024-02-08,"Austin, TX",0,Bootcamp,Supply Chain,Other/Unknown
C-g6n968x,2025-09-27,"Fremont, CA",12,Associate,Finance,F-1 OPT
C-h105osz,2025-11-06,"New York, NY",2,Associate,Software Engineering,H-1B
C-6pkisb8,2025-11-01,"Remote, US",1,PhD,Supply Chain,F-1 OPT
C-dhtg1d9,2025-07-22,"New York, NY",5,Bachelors,Data Analytics,US Citizen/PR
C-6kb9z7f,2024-05-04,"Seattle, WA",8,Bachelors,HR,H-1B
C-0x450uh,2024-10-06,"Austin, TX",7,Bachelors,Software Engineering,Other/Unknown
C-l64qbwp,2025-10-19,"Palo Alto, CA",0,Bootcamp,Operations,F-1 OPT
C-0yzkawz,2025-12-28,"Fremont, CA",7,Bachelors,Supply Chain,F-1 OPT
C-i3b79p7,2024-11-27,"Austin, TX",4,Associate,Operations,Other/Unknown
C-e773t93,2024-05-29,"Chicago, IL",6,PhD,Sales,F-1 OPT
C-5dxi7qo,2025-02-23,"Austin, TX",2,Associate,Sales,H-1B
C-9f16x14,2024-01-22,"Austin, TX",12,PhD,Software Engineering,H-1B
C-reficgx,2024-12-21,"Palo Alto, CA",5,Bootcamp,Data Analytics,US Citizen/PR
C-brhgr8c,2025-03-15,"New York, NY",7,Bachelors,HR,F-1 OPT
C-8fmw4vc,2024-06-12,"Fremont, CA",9,Associate,Sales,F-1 OPT
C-hbkgk9j,2024-05-27,"New York, NY",4,PhD,Supply Chain,US Citizen/PR
C-2ra0t51,2025-04-24,"Palo Alto, CA",6,Bachelors,Data Analytics,Other/Unknown
C-oc1cqb7,2024-05-02,"Seattle, WA",1,PhD,Data Analytics,Other/Unknown
C-z8ftmjn,2026-01-12,"Palo Alto, CA",3,Bachelors,Supply Chain,US Citizen/PR
C-umam003,2025-12-18,"Palo Alto, CA",1,Bootcamp,Operations,H-1B
C-zwyix7b,2025-08-21,"New York, NY",9,Bootcamp,Data Analytics,US Citizen/PR
C-kv62zll,2024-05-21,"Seattle, WA",4,PhD,Data Analytics,F-1 OPT
C-v2tg2ah,2024-04-18,"New York, NY",0,Bootcamp,HR,F-1 OPT
C-10bs6to,2025-01-06,"Palo Alto, CA",0,Bachelors,Finance,Other/Unknown
C-taofzd6,2024-07-24,"Palo Alto, CA",8,Bootcamp,Finance,F-1 OPT
C-50mph7v,2024-02-12,"New York, NY",0,PhD,Operations,US Citizen/PR
C-ssb1pbz,2024-07-08,"Seattle, WA",1,Associate,Sales,US Citizen/PR
C-vbyezd4,2024-09-07,"Remote, US",10,PhD,HR,F-1 OPT
C-ch4fodm,2025-08-29,"Palo Alto, CA",5,Associate,Operations,US Citizen/PR
C-m2ixexb,2025-05-22,"New York, NY",2,Masters,Software Engineering,US Citizen/PR
C-lvqarjz,2025-10-02,"Palo Alto, CA",0,Bootcamp,Finance,US Citizen/PR
C-5yyexhp,2025-12-24,"Austin, TX",1,PhD,Sales,US Citizen/PR
C-3u0up22,2025-06-11,"New York, NY",4,Masters,HR,Other/Unknown
C-gl1naia,2025-09-02,"Chicago, IL",4,Bootcamp,Data Analytics,H-1B
C-an36a6s,2024-02-27,"Austin, TX",8,PhD,HR,US Citizen/PR
C-obopab0,2025-03-12,"Chicago, IL",1,Bachelors,Finance,Other/Unknown
C-jate4vv,2024-11-21,"Fremont, CA",0,Bachelors,HR,F-1 OPT
C-xfevmy1,2024-01-08,"New York, NY",1,PhD,Supply Chain,Other/Unknown
C-zn4u38b,2024-05-10,"Seattle, WA",3,Associate,Sales,US Citizen/PR
C-e8m3rkl,2024-07-06,"Remote, US",5,PhD,Finance,F-1 OPT
C-bkuvy7i,2024-07-22,"Austin, TX",0,Bachelors,Supply Chain,US Citizen/PR
C-wetowtk,2024-07-30,"Remote, US",9,PhD,HR,H-1B
C-oo5vyfr,2024-08-30,"New York, NY",8,Bachelors,Operations,Other/Unknown
C-ni3dpft,2024-04-11,"Austin, TX",5,Bootcamp,Data Analytics,H-1B
C-qx16oem,2024-07-06,"Austin, TX",4,PhD,Supply Chain,H-1B
C-anhapyw,2025-03-16,"Austin, TX",3,Bootcamp,Sales,US Citizen/PR
C-lbsungk,2024-02-12,"Fremont, CA",0,Masters,Supply Chain,H-1B
C-lucnj0h,2024-07-29,"Chicago, IL",6,PhD,Finance,Other/Unknown
C-vlqu017,2026-01-21,"Chicago, IL",0,Associate,Supply Chain,Other/Unknown
C-p0kzupn,2025-09-18,"Austin, TX",15,Associate,Software Engineering,F-1 OPT
C-5zrwuo8,2024-05-16,"Palo Alto, CA",2,Bootcamp,Data Analytics,F-1 OPT
C-89y42dj,2024-01-20,"Remote, US",9,Bachelors,HR,US Citizen/PR
C-ufvpig3,2025-03-10,"Chicago, IL",6,Associate,Finance,Other/Unknown
C-hyh9ojg,2024-07-25,"Seattle, WA",0,Masters,Operations,F-1 OPT
C-1376qwv,2025-10-27,"Fremont, CA",6,PhD,Software Engineering,Other/Unknown
C-ri7fz5x,2024-02-11,"Austin, TX",12,Masters,Software Engineering,F-1 OPT
C-adyapg1,2026-01-11,"Fremont, CA",4,Associate,Operations,H-1B
C-e8rcvfv,2025-01-03,"Remote, US",8,Bootcamp,Operations,H-1B
C-5ljm6c7,2024-08-19,"Palo Alto, CA",5,Bootcamp,Supply Chain,US Citizen/PR
C-h8ea329,2024-11-23,"Fremont, CA",11,Masters,Software Engineering,Other/Unknown
C-90feqqh,2025-01-10,"Austin, TX",7,Bootcamp,Finance,US Citizen/PR
C-8okr7ph,2024-09-19,"Palo Alto, CA",2,Bachelors,Software Engineering,Other/Unknown
C-2mlw2ek,2025-10-27,"Chicago, IL",13,Bachelors,Finance,Other/Unknown
C-2kb6jy5,2025-10-13,"New York, NY",7,PhD,Supply Chain,F-1 OPT
C-ppn74pf,2024-02-15,"Remote, US",4,Bachelors,Software Engineering,Other/Unknown
C-gs9w275,2025-08-22,"Remote, US",2,PhD,Sales,US Citizen/PR
C-kqlrvd7,2024-04-25,"Seattle, WA",8,Associate,Finance,Other/Unknown
C-04z4vcv,2025-09-21,"Chicago, IL",7,Associate,Sales,US Citizen/PR
C-vwll5v2,2024-01-07,"Fremont, CA",5,Masters,HR,Other/Unknown
C-1pheiv6,2024-12-31,"Austin, TX",1,Masters,Data Analytics,F-1 OPT
C-zv7txx6,2024-08-02,"Palo Alto, CA",0,Associate,Operations,H-1B
C-iazgq09,2025-03-04,"Fremont, CA",5,Masters,Software Engineering,H-1B
C-7k37foq,2025-01-01,"Seattle, WA",1,Bootcamp,Data Analytics,F-1 OPT
C-6eqxxcx,2024-11-08,"Remote, US",2,PhD,Data Analytics,Other/Unknown
C-snc0zjx,2025-04-11,"New York, NY",4,PhD,Sales,H-1B
C-o1lppj1,2024-06-12,"New York, NY",1,Masters,Finance,F-1 OPT
C-844qh2b,2026-01-19,"Seattle, WA",4,Bachelors,Supply Chain,F-1 OPT
C-pnedl60,2025-02-17,"Chicago, IL",6,Associate,Sales,H-1B
C-lxsol15,2024-12-23,"Palo Alto, CA",4,Bachelors,Software Engineering,H-1B
C-qjanqs3,2025-09-09,"Remote, US",11,Associate,HR,F-1 OPT
C-kccnjdg,2024-09-02,"Palo Alto, CA",10,PhD,Operations,US Citizen/PR
C-1vrkf4h,2024-08-31,"Seattle, WA",1,Bootcamp,Supply Chain,Other/Unknown
C-a14350q,2024-08-04,"Fremont, CA",0,Bootcamp,Software Engineering,US Citizen/PR
C-5k7fhxc,2025-05-04,"Austin, TX",2,PhD,Finance,US Citizen/PR
C-t0i91kc,2024-06-17,"Palo Alto, CA",6,Associate,Data Analytics,Other/Unknown
C-w3rr43u,2024-11-25,"New York, NY",14,Masters,HR,H-1B
C-mfjhoja,2025-01-15,"Palo Alto, CA",2,Bachelors,Sales,F-1 OPT
C-m11r99a,2024-11-01,"Palo Alto, CA",0,Bootcamp,Finance,F-1 OPT
C-uy5vwtf,2025-05-27,"New York, NY",0,Bachelors,Software Engineering,H-1B
C-jx3bid6,2026-01-17,"Seattle, WA",0,Masters,Operations,H-1B
C-v5q4fiu,2025-10-05,"New York, NY",3,Bootcamp,Sales,H-1B
C-tqv8els,2025-03-02,"New York, NY",1,PhD,Finance,F-1 OPT
C-hs1ev2s,2024-03-11,"New York, NY",7,Associate,HR,H-1B
C-dpi1g6b,2025-04-22,"Chicago, IL",1,PhD,Finance,Other/Unknown
C-z1fpr7h,2025-06-03,"Remote, US",3,Bootcamp,Software Engineering,US Citizen/PR
C-ngvxxyn,2024-10-18,"Remote, US",1,Associate,HR,US Citizen/PR
C-qskfnnm,2024-10-09,"Palo Alto, CA",5,Bootcamp,Supply Chain,US Citizen/PR
C-77iqfxe,2025-06-27,"Seattle, WA",4,Associate,Supply Chain,US Citizen/PR
C-95iyub3,2025-05-22,"Remote, US",8,Bootcamp,Operations,H-1B
C-5zwqyt3,2025-02-16,"New York, NY",4,Associate,Operations,H-1B
C-c2plhs9,2024-07-05,"Remote, US",4,Associate,Supply Chain,US Citizen/PR
C-40qculv,2024-01-31,"Seattle, WA",1,Associate,Operations,H-1B
C-svzoots,2024-10-30,"Seattle, WA",5,Associate,Sales,Other/Unknown
C-hafarci,2024-02-08,"New York, NY",0,Bachelors,Software Engineering,US Citizen/PR
C-72vwmd5,2024-10-04,"Seattle, WA",5,Bachelors,Software Engineering,Other/Unknown
C-42d13a3,2024-07-21,"Austin, TX",0,Bootcamp,Sales,US Citizen/PR
C-5bvh2vf,2024-09-11,"Seattle, WA",0,Associate,Software Engineering,F-1 OPT
C-jzx4xvq,2025-03-30,"Austin, TX",0,Masters,Finance,H-1B
C-brqw525,2025-08-21,"Fremont, CA",9,PhD,Operations,Other/Unknown
C-aridg26,2024-03-30,"Fremont, CA",7,Bachelors,Operations,H-1B
